HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	RefSeq IDs	Enzyme IDs	NCBI Gene ID	Ensembl gene ID	Mouse genome database ID	Locus type
HGNC:33443	LGMD1F	Symbol Withdrawn			7q32.1-q32.2							phenotype only
HGNC:32230	LGMD1G	Symbol Withdrawn			4q21.21							phenotype only
HGNC:38505	LGMD1H	Entry Withdrawn			3p25-p23							phenotype only
HGNC:6577	LGMD2	Symbol Withdrawn										unknown
HGNC:6578	LGMD2A	Symbol Withdrawn										unknown
HGNC:6579	LGMD2B	Symbol Withdrawn										unknown
HGNC:6580	LGMD2C	Symbol Withdrawn										unknown
HGNC:6581	LGMD2G	Symbol Withdrawn			17q11-q12							unknown
HGNC:6582	LGMD2H	Symbol Withdrawn			9q31-q33							phenotype only
HGNC:33439	LGMD2L	Symbol Withdrawn			11p13-p12							phenotype only
HGNC:9472	LGMN	Approved	PRSC1	LGMN1	14q32.12	D55696	NM_005606		5641	ENSG00000100600	MGI:1330838	gene with protein product
HGNC:23079	LGMNP1	Approved	LGMN2P		13q21.31		NG_001534		122199	ENSG00000214269		pseudogene
HGNC:13299	LGR4	Approved	GPR48		11p14.1	AF257182	NM_018490		55366	ENSG00000205213	MGI:1891468	gene with protein product
HGNC:40629	LGR4-AS1	Approved			11p14.1		NR_131169		105376671	ENSG00000254862		RNA, long non-coding
HGNC:4504	LGR5	Approved	GPR67, GPR49	HG38, FEX	12q21.1	AF062006	NM_003667		8549	ENSG00000139292	MGI:1341817	gene with protein product
HGNC:19719	LGR6	Approved		FLJ14471	1q32.1	AF190501	NM_021636		59352	ENSG00000133067	MGI:2441805	gene with protein product
HGNC:21016	LGSN	Approved	GLULD1	LGS	6q12	AF242388	NM_016571		51557	ENSG00000146166	MGI:2672844	gene with protein product
HGNC:39494	LGTN	Approved			reserved				100529141			unknown
HGNC:6584	LHB	Approved		LSH-B, CGB4, hLHB	19q13.33		NM_000894		3972	ENSG00000104826	MGI:96782	gene with protein product
HGNC:6585	LHCGR	Approved	HHG	LHR, LCGR, LGR2, ULG5	2p16.3		NM_000233.3		3973	ENSG00000138039	MGI:96783	gene with protein product
HGNC:6587	LHFPL1	Approved			Xq23	AY217350	NM_178175		340596	ENSG00000182508	MGI:1891214	gene with protein product
HGNC:6588	LHFPL2	Approved		KIAA0206	5q14.1	D86961	NM_005779		10184	ENSG00000145685	MGI:2145236	gene with protein product
HGNC:6589	LHFPL3	Approved	LHFPL4		7q22.2-q22.3	AY260763	NM_199000		375612	ENSG00000187416	MGI:1925076	gene with protein product
HGNC:40341	LHFPL3-AS1	Approved			7q22.2	BC012751	NR_034142		645591	ENSG00000226869		RNA, long non-coding
HGNC:44106	LHFPL3-AS2	Approved		RP11-325F22.5.1, lncPENG	7q22.3	BC050337	NR_027374		723809			RNA, long non-coding
HGNC:29568	LHFPL4	Approved		GARLH4	3p25.3	AY278320	NM_198560		375323	ENSG00000156959	MGI:3057108	gene with protein product
HGNC:6590	LHFPL4	Symbol Withdrawn			7q31							unknown
HGNC:21253	LHFPL5	Approved	DFNB67	MGC33835, dJ510O8.8, Tmhs	6p21.31	BC028630	NM_182548		222662	ENSG00000197753	MGI:1915382	gene with protein product
HGNC:6586	LHFPL6	Approved	LHFP	MGC22429	13q13.3-q14.11	AF098807	NM_005780		10186	ENSG00000183722	MGI:1920048	gene with protein product
HGNC:33725	LHFPL7	Approved	TMEM211	bA9F11.1	22q11.23		NM_001001663		255349	ENSG00000206069	MGI:2685700	gene with protein product
HGNC:6591	LHON	Symbol Withdrawn			mitochondria							phenotype only
HGNC:30042	LHPP	Approved		HDHD2B	10q26.13	AB049629	NM_022126	3.6.1.1	64077	ENSG00000107902	MGI:1923679	gene with protein product
HGNC:6592	LHRH	Symbol Withdrawn										unknown
HGNC:6593	LHX1	Approved		LIM-1, LIM1	17q12	U14755	NM_005568		3975	ENSG00000273706	MGI:99783	gene with protein product
HGNC:53778	LHX1-DT	Approved		lnc-ACACA-1	17q12		NR_135671		102723471	ENSG00000277268		RNA, long non-coding
HGNC:6594	LHX2	Approved		LH-2, hLhx2	9q33.3	U11701			9355	ENSG00000106689	MGI:96785	gene with protein product
HGNC:56163	LHX2-AS1	Approved			9q33.3		NR_135129		100505588	ENSG00000236668		RNA, long non-coding
HGNC:6595	LHX3	Approved			9q34.3	AF096169			8022	ENSG00000107187	MGI:102673	gene with protein product
HGNC:21734	LHX4	Approved		Gsh4	1q25.2	AB037683	NM_033343		89884	ENSG00000121454	MGI:101776	gene with protein product
HGNC:40982	LHX4-AS1	Approved			1q25.2		NR_037642		100527964			RNA, long non-coding
HGNC:14216	LHX5	Approved			12q24.13	AF291181	NM_022363		64211	ENSG00000089116	MGI:107792	gene with protein product
HGNC:49570	LHX5-AS1	Approved		locus4010	12q24.13	DB553737	NR_126425		104355219	ENSG00000257935		RNA, long non-coding
HGNC:21735	LHX6	Approved		LHX6.1, hLHX6	9q33.2	AB031041	NM_014368		26468	ENSG00000106852	MGI:1306803	gene with protein product
HGNC:28838	LHX8	Approved		Lhx7	1p31.1	AB050476	NM_001001933		431707	ENSG00000162624	MGI:1096343	gene with protein product
HGNC:41213	LHX8-AS1	Approved			1p31.1					ENSG00000224149	MGI:2139767	RNA, long non-coding
HGNC:14222	LHX9	Approved			1q31.3	AJ277915	NM_020204		56956	ENSG00000143355	MGI:1316721	gene with protein product
HGNC:16429	LIAS	Approved		LAS	4p14	AJ224162	NM_194451		11019	ENSG00000121897	MGI:1934604	gene with protein product
HGNC:33800	LIAT1	Approved	C17orf97	LOC400566	17p13.3	AK128660, BC057385	NM_001013672		400566	ENSG00000187624	MGI:1921480	gene with protein product
HGNC:6596	LIF	Approved		CDF, DIA, HILDA	22q12.2		NM_002309		3976	ENSG00000128342	MGI:96787	gene with protein product
HGNC:53473	LIF-AS1	Approved		Lnc-LIF-AS, RP1-102K2.6	22q12.2					ENSG00000232530		RNA, long non-coding
HGNC:28298	LIF-AS2	Approved		TP53LC08	22q12.2		NR_148946		91370	ENSG00000268812		RNA, long non-coding
HGNC:6597	LIFR	Approved		CD118	5p13.1	X61615	NM_002310		3977	ENSG00000113594	MGI:96788	gene with protein product
HGNC:43600	LIFR-AS1	Approved			5p13.1	BC038371			100506495	ENSG00000244968		RNA, long non-coding
HGNC:6598	LIG1	Approved		LIGI, hLig1	19q13.33		NM_000234	6.5.1.1	3978	ENSG00000105486	MGI:101789	gene with protein product
HGNC:6599	LIG2	Symbol Withdrawn	LIG2		reserved							unknown
HGNC:6600	LIG3	Approved	LIG2	LIG3alpha	17q12		NM_013975		3980	ENSG00000005156	MGI:109152	gene with protein product
HGNC:6601	LIG4	Approved			13q33.3	X83441	NM_002312	6.5.1.1	3981	ENSG00000174405	MGI:1335098	gene with protein product
HGNC:6602	LILRA1	Approved		LIR-6, CD85i, LIR6	19q13.42	AF025530	NM_006863		11024	ENSG00000104974		gene with protein product
HGNC:6603	LILRA2	Approved		LIR-7, ILT1, CD85h, LIR7	19q13.42	U82275			11027	ENSG00000239998		gene with protein product
HGNC:56565	LILRA2P1	Approved			3q25.32		NG_025653		100422604	ENSG00000277143		pseudogene
HGNC:6604	LILRA3	Approved		LIR-4, HM43, ILT6, HM31, LIR4, CD85e	19q13.4 alternate reference locus	U91926			11026			gene with protein product
HGNC:15503	LILRA4	Approved		ILT7, CD85g	19q13.42	AF041261	NM_012276		23547	ENSG00000239961		gene with protein product
HGNC:16309	LILRA5	Approved	LILRB7	ILT11, LIR9, CD85, CD85f	19q13.42	AF212842	NM_181985		353514	ENSG00000187116		gene with protein product
HGNC:15495	LILRA6	Approved	LILRB6	ILT8, CD85b	19q13.42	AF041262	NM_024318		79168	ENSG00000244482		gene with protein product
HGNC:6605	LILRB1	Approved		LIR-1, ILT2, MIR-7, CD85, LIR1, CD85j, PIRB, PIR-B	19q13.42	AF009220			10859	ENSG00000104972		gene with protein product
HGNC:53114	LILRB1-AS1	Approved		AC009892.10	19q13.42					ENSG00000224730		RNA, long non-coding
HGNC:6606	LILRB2	Approved		LIR-2, ILT4, MIR-10, LIR2, CD85d, MIR10	19q13.4	AF000574			10288	ENSG00000131042		gene with protein product
HGNC:6607	LILRB3	Approved		LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B	19q13.42	U91928	NM_006864		11025	ENSG00000204577		gene with protein product
HGNC:6608	LILRB4	Approved		LIR-5, ILT3, HM18, LIR5, CD85k	19q13.42	U82979			11006	ENSG00000186818		gene with protein product
HGNC:6609	LILRB5	Approved		LIR-8, LIR8, CD85c	19q13.42	AF025534			10990	ENSG00000105609		gene with protein product
HGNC:15496	LILRP1	Approved		ILT9, CD85l, LILRA6P	19q13.42	AF072102	NG_002681		79167	ENSG00000186152		pseudogene
HGNC:15497	LILRP2	Approved		ILT10, CD85m	19q13.42	AF072100	NR_003061		79166	ENSG00000170858		pseudogene
HGNC:6610	LIM2	Approved		MP19, MP17	19q13.41		NM_030657		3982	ENSG00000105370	MGI:104698	gene with protein product
HGNC:56004	LIM2-AS1	Approved			19q13.41				105372446	ENSG00000268889		RNA, long non-coding
HGNC:24636	LIMA1	Approved		EPLIN	12q13.12	AF198454	NM_016357		51474	ENSG00000050405	MGI:1920992	gene with protein product
HGNC:6611	LIMAB1	Symbol Withdrawn										unknown
HGNC:56357	LIMASI	Approved		LASI, AC011511.2	19p13.2				105372272	ENSG00000266978		RNA, long non-coding
HGNC:29191	LIMCH1	Approved		DKFZP686A01247, LIMCH1A, LMO7B	4p13	AB029025	NM_014988		22998	ENSG00000064042	MGI:1924819	gene with protein product
HGNC:6612	LIMD1	Approved			3p21.31	AJ132408	NM_014240		8994	ENSG00000144791	MGI:1352502	gene with protein product
HGNC:44107	LIMD1-AS1	Approved			3p21.31	AK026206	NR_033947		644714	ENSG00000230530		RNA, long non-coding
HGNC:28142	LIMD2	Approved		MGC10986	17q23.3	AK092301	NM_030576		80774	ENSG00000136490	MGI:1915053	gene with protein product
HGNC:26016	LIME1	Approved		FLJ20406, dJ583P15.4, LIME	20q13.33	AK000413	NM_017806		54923	ENSG00000203896	MGI:1919949	gene with protein product
HGNC:6613	LIMK1	Approved		LIMK	7q11.23	D26309	NM_002314		3984	ENSG00000106683	MGI:104572	gene with protein product
HGNC:6614	LIMK2	Approved			22q12.2	D45906	NM_016733		3985	ENSG00000182541	MGI:1197517	gene with protein product
HGNC:54893	LIMK2P1	Approved			Xp22.2		NG_022582		139952	ENSG00000223418		pseudogene
HGNC:6615	LIMM	Symbol Withdrawn			mitochondria							phenotype only
HGNC:6616	LIMS1	Approved		PINCH, PINCH1	2q12.3		NM_004987		3987	ENSG00000169756	MGI:1195263	gene with protein product
HGNC:40342	LIMS1-AS1	Approved			2q12.3	AA861200				ENSG00000228763		RNA, long non-coding
HGNC:16084	LIMS2	Approved		PINCH2, PINCH-2	2q14.3	AF520987	NM_017980		55679	ENSG00000072163	MGI:2385067	gene with protein product
HGNC:30047	LIMS3	Approved			2q13	AF288404	NM_033514		96626	ENSG00000256977		gene with protein product
HGNC:39941	LIMS4	Approved	LIMS3L		2q13	AK298340	NM_001205288		100288695	ENSG00000256671		gene with protein product
HGNC:17787	LIN7A	Approved		MALS-1, TIP-33, LIN-7A, VELI1	12q21.31	AF028826			8825	ENSG00000111052	MGI:2135609	gene with protein product
HGNC:17788	LIN7B	Approved		MALS-2, LIN-7B, VELI2	19q13.33	AF311862	NM_022165		64130	ENSG00000104863	MGI:1330858	gene with protein product
HGNC:17789	LIN7C	Approved		MALS-3, LIN-7C, LIN-7-C, VELI3, FLJ11215	11p14.1	AK002077	NM_018362		55327	ENSG00000148943	MGI:1330839	gene with protein product
HGNC:30830	LIN9	Approved		TGS	1q42.12	AY166858	NM_173083		286826	ENSG00000183814	MGI:1919818	gene with protein product
HGNC:15986	LIN28A	Approved	LIN28	LIN-28, FLJ12457, ZCCHC1, CSDD1	1p36.11	AF521099	NM_024674		79727	ENSG00000131914	MGI:1890546	gene with protein product
HGNC:38055	LIN28AP1	Approved			2q32.1				129402	ENSG00000213120		pseudogene
HGNC:38056	LIN28AP2	Approved			13q31.2				100287388	ENSG00000228473		pseudogene
HGNC:38057	LIN28AP3	Approved			20p12.2				441940	ENSG00000271397		pseudogene
HGNC:32207	LIN28B	Approved		FLJ16517, CSDD2	6q16.3-q21	AK131411	NM_001004317		389421	ENSG00000187772	MGI:3584032	gene with protein product
HGNC:21553	LIN28B-AS1	Approved	C6orf220, LINC00577	dJ439I14.1	6q16.3	AW612153, BF223582			100113403	ENSG00000203809		RNA, long non-coding
HGNC:33234	LIN37	Approved		ZK418.4, F25965, lin-37	19q13.12	BC008939	NM_019104		55957	ENSG00000267796	MGI:1922910	gene with protein product
HGNC:19856	LIN52	Approved	C14orf46		14q24.3	AK023979			91750	ENSG00000205659	MGI:3045391	gene with protein product
HGNC:25397	LIN54	Approved		MIP120, DKFZp686L1814, JC8.6, CXCDC1, TCX1	4q21.22	BX537919	NM_194282		132660	ENSG00000189308	MGI:2140902	gene with protein product
HGNC:26885	LINC-PINT	Approved	MKLN1-AS1	FLJ43663, PINT, LincRNA-Pint, LOC646329, PINT87aa	7q32.3	BC130416	NR_015431		378805	ENSG00000231721	MGI:2673128	RNA, long non-coding
HGNC:43773	LINC-ROR	Approved		lincRNA-RoR, lincRNA-ST8SIA3, ROR	18q21.31	HQ315778	NR_048536		100885779	ENSG00000258609		RNA, long non-coding
HGNC:16224	LINC00028	Approved	C20orf93, NCRNA00028	dJ1093G12.6	20q11.21	AL121751	NR_024358		140875	ENSG00000233354		RNA, long non-coding
HGNC:16184	LINC00029	Approved	C20orf51, NCRNA00029	bA305P22.4	20q13.33	AL117533, BC069708, BC134343	NR_028295		100144596	ENSG00000125514		RNA, long non-coding
HGNC:32028	LINC00051	Approved	C8orf43, NCRNA00051		8q24.3	BC008253			619434	ENSG00000254008		RNA, long non-coding
HGNC:26455	LINC00052	Approved	TMEM83, NCRNA00052	FLJ31461	15q25.3	AK056023	NR_026869		145978	ENSG00000259527		RNA, long non-coding
HGNC:31408	LINC00092	Approved	NCRNA00092	bA346B7.1	9q22.32	BC043559	NR_024129		100188953	ENSG00000225194		RNA, long non-coding
HGNC:30470	LINC00102	Approved	NCRNA00102	OTTHUMT00000055623	Xp22.33 and Yp11.31					ENSG00000230542		RNA, long non-coding
HGNC:31843	LINC00106	Approved	CXYorf8, NCRNA00106	OTTHUMG00000021061	Xp22.33 and Yp11.32				751580	ENSG00000236871		RNA, long non-coding
HGNC:31847	LINC00108	Entry Withdrawn	CXYorf11, NCRNA00108	OTTHUMT00000107057	Xp22.33 and Yp11.32							RNA, long non-coding
HGNC:1262	LINC00111	Approved	C21orf21, NCRNA00111		21q22.3	BX099637			54090	ENSG00000227702		RNA, long non-coding
HGNC:1263	LINC00112	Approved	C21orf22, NCRNA00112		21q22.3		NR_024028		54089	ENSG00000232401		RNA, long non-coding
HGNC:1264	LINC00113	Approved	C21orf23, NCRNA00113	SLERCC	21q21.3				54088	ENSG00000225298		RNA, long non-coding
HGNC:1265	LINC00114	Approved	C21orf24, NCRNA00114		21q22.2		XR_041645		400866	ENSG00000223806		RNA, long non-coding
HGNC:26211	LINC00115	Approved	NCRNA00115	FLJ22639	1p36.33	BC017762	XR_017693		79854	ENSG00000225880		RNA, long non-coding
HGNC:1283	LINC00158	Approved	C21orf42, NCRNA00158		21q21.2				54072	ENSG00000185433		RNA, long non-coding
HGNC:1285	LINC00159	Approved	C21orf44, NCRNA00159		21q22.11					ENSG00000230323		RNA, long non-coding
HGNC:1294	LINC00160	Approved	C21orf52, NCRNA00160		21q22.12				54064	ENSG00000230978		RNA, long non-coding
HGNC:17138	LINC00161	Approved	C21orf100, NCRNA00161		21q21.3	AY063458			118421	ENSG00000226935		RNA, long non-coding
HGNC:33165	LINC00163	Approved	C21orf134, NCRNA00163	NLC1-A, NLC1A	21q22.3	BC036902			727699	ENSG00000234880		RNA, long non-coding
HGNC:33166	LINC00165	Approved	C21orf135, NCRNA00165	NLC1-B, AP001505.9	21q22.3	BC009635			727701	ENSG00000261706		RNA, long non-coding
HGNC:33791	LINC00173	Approved	NCRNA00173	FLJ42957	12q24.22	AC090670, BC038547, BC121822	NR_027345		100287569	ENSG00000196668		RNA, long non-coding
HGNC:27788	LINC00174	Approved	NCRNA00174		7q11.21	AK091213	NR_026873		285908	ENSG00000179406		RNA, long non-coding
HGNC:37192	LINC00184	Approved	NCRNA00184	HANC, lnc-beta-Catm	1q42.3	AJ421679			100302691	ENSG00000224939		RNA, long non-coding
HGNC:18461	LINC00189	Approved	C21orf109, NCRNA00189		21q21.3	AF490769	NR_027072		193629	ENSG00000215533		RNA, long non-coding
HGNC:30974	LINC00200	Approved	C10orf139, NCRNA00200	FLJ40354	10p15.3	AK097673	NR_015376		399706	ENSG00000229205		RNA, long non-coding
HGNC:16420	LINC00205	Approved	NCRNA00205	LVBU	21q22.3		NR_026943		642852	ENSG00000223768		RNA, long non-coding
HGNC:37255	LINC00207	Approved	NCRNA00207		22q13.31	BC144508	NR_028409		388910	ENSG00000187012		RNA, long non-coding
HGNC:15535	LINC00208	Approved	C8orf14, NCRNA00208		8p23.1	AJ291678				ENSG00000170983		RNA, long non-coding
HGNC:37458	LINC00210	Approved	NCRNA00210	RP11-72L13.1	1q41		NR_048550		100885798	ENSG00000231814		RNA, long non-coding
HGNC:20191	LINC00216	Approved	C14orf107, NCRNA00216	PRO1617	14q23.1	AF116641			55451	ENSG00000279636		RNA, long non-coding
HGNC:20169	LINC00221	Approved	C14orf98, NCRNA00221		14q32.33	AK058096	NR_027457		338005	ENSG00000270816		RNA, long non-coding
HGNC:21560	LINC00222	Approved	C6orf181, NCRNA00222	dJ354J5.2	6q21	AY927445			387111	ENSG00000203801		RNA, long non-coding
HGNC:20168	LINC00226	Approved	C14orf97, NCRNA00226		14q32.33	AW205017	NR_033375		338004	ENSG00000276210		RNA, long non-coding
HGNC:13240	LINC00229	Approved	C22orf10, NCRNA00229	dJ474I12.C22.2	22q13.3					ENSG00000234300		RNA, long non-coding
HGNC:14138	LINC00235	Approved	C16orf10, NCRNA00235		16p13.3	AW298011	NR_024121		64493	ENSG00000277142		RNA, long non-coding
HGNC:38166	LINC00237	Approved	NCRNA00237		20p11.23				105372556	ENSG00000225127		RNA, long non-coding
HGNC:20119	LINC00239	Approved	C14orf72, NCRNA00239		14q32.31		NR_026774		145200	ENSG00000258512		RNA, long non-coding
HGNC:18772	LINC00240	Approved	C6orf41, NCRNA00240	bA373D17.1	6p22.2		NR_026775		100133205	ENSG00000224843		RNA, long non-coding
HGNC:21249	LINC00242	Approved	C6orf122, NCRNA00242	FLJ31451, dJ266L20.5	6q27	AK056013	NR_026781		401288	ENSG00000229214		RNA, long non-coding
HGNC:30956	LINC00243	Approved	C6orf214, NCRNA00243	bQB230F21.2, FLJ40693, bQB10J12.2	6p21.33	AK098012			401247	ENSG00000214894		RNA, long non-coding
HGNC:13245	LINC00244	Approved	C7orf4, NCRNA00244		7q36	AF107456	NR_024119		64433			RNA, long non-coding
HGNC:31950	LINC00251	Approved	C8orf25, NCRNA00251		8q13.1	BX110670	NR_038901		552859			RNA, long non-coding
HGNC:14160	LINC00254	Approved	C16orf32, NCRNA00254		16p13.3	AI209093			64735	ENSG00000281219		RNA, long non-coding
HGNC:28770	LINC00260	Approved	C1orf217, NCRNA00260	MGC5457	1q32.1	BC000988			84719			RNA, long non-coding
HGNC:16189	LINC00261	Approved	C20orf56, NCRNA00261	bA216C10.1, HCCDR1, TCONS_00027846, ALIEN, DEANR1, onco-lncRNA-17, FALCOR, LCAL62	20p11.21		NR_001558		140828	ENSG00000259974	MGI:1918820	RNA, long non-coding
HGNC:28019	LINC00265	Approved	NCRNA00265	NCRNA00265-1	7p14.1		NR_026999		349114	ENSG00000188185		RNA, long non-coding
HGNC:38523	LINC00265-2P	Approved	NCRNA00265B, NCRNA00265-2P		Yq11.23		NG_029045		100287296	ENSG00000224827		pseudogene
HGNC:38536	LINC00265-3P	Approved	NCRNA00265C, NCRNA00265-3P		Yq11.23		NG_029048		100287470	ENSG00000233944		pseudogene
HGNC:16202	LINC00266-1	Symbol Withdrawn	C20orf69, NCRNA00266, NCRNA00266-1	bA476I15.3, RBRP	20q13.33							RNA, long non-coding
HGNC:38529	LINC00266-2P	Entry Withdrawn	NCRNA00266B, NCRNA00266-2P	NCRNA00266Y1	Yq11.23							pseudogene
HGNC:21112	LINC00266-3	Symbol Withdrawn	C6orf88, NCRNA00266C, NCRNA00266-3	dJ24O22.2	6p25.3							RNA, long non-coding
HGNC:38800	LINC00266-4P	Symbol Withdrawn	NCRNA00266D, NCRNA00266-4P	NCRNA00266Y2	Yq11.23							pseudogene
HGNC:38543	LINC00268	Entry Withdrawn	NCRNA00268	NCRNA00268A, NCRNA00268-1	9p11.2							RNA, long non-coding
HGNC:37771	LINC00268-2P	Approved	NCRNA00268B, NCRNA00268-2P		Yq11.1				100288610			pseudogene
HGNC:26586	LINC00269	Approved	CXorf62, NCRNA00269	FLJ33610	Xq13.1	AK090929			100996279	ENSG00000215162		RNA, long non-coding
HGNC:26898	LINC00272	Approved	C1orf120, NCRNA00272	RP1-223H12.3	1q25.3	AF508909	NR_034131		388719	ENSG00000203729		RNA, long non-coding
HGNC:38595	LINC00273	Approved	NCRNA00273	TOP, NCRNA00273-1	16p11.2	AY587847	NR_038368		649159	ENSG00000256642		RNA, long non-coding
HGNC:38548	LINC00273-2P	Entry Withdrawn	NCRNA00273B, NCRNA00273-2P		Yp11.2							pseudogene
HGNC:38663	LINC00276	Approved	NCRNA00276		2p24.3	BC035112				ENSG00000230448		RNA, long non-coding
HGNC:38712	LINC00278	Approved	NCRNA00278	YY1BM	Yp11.31					ENSG00000231535		RNA, long non-coding
HGNC:38724	LINC00279	Approved	NCRNA00279		Yp11.2		NR_138045		100873963			RNA, long non-coding
HGNC:38803	LINC00280	Approved	NCRNA00280		Yp11.2					ENSG00000229643		RNA, long non-coding
HGNC:38809	LINC00283	Entry Withdrawn	NCRNA00283		13q33.1							RNA, long non-coding
HGNC:38515	LINC00290	Approved	NCRNA00290		4q34.3	AF088005	NR_033918		728081	ENSG00000248197		RNA, long non-coding
HGNC:39078	LINC00293	Approved	NCRNA00293	BEYLA	8q11.1	AK097475	NR_027012		497634	ENSG00000253314		RNA, long non-coding
HGNC:27456	LINC00294	Approved	NCRNA00294		11p13	BC046921	NR_015451		283267			RNA, long non-coding
HGNC:39210	LINC00297	Approved	NCRNA00297		13q12.3					ENSG00000224329		RNA, long non-coding
HGNC:49257	LINC00298	Approved			2p25.1				339788	ENSG00000235665		RNA, long non-coding
HGNC:27940	LINC00299	Approved	C2orf46, NCRNA00299	FLJ45673	2p25.1	AK127578	NR_034135		339789	ENSG00000236790		RNA, long non-coding
HGNC:28603	LINC00301	Approved	C11orf64, NCRNA00301	MGC39681	11q12.2	AK058123	NR_026946		283197	ENSG00000181995		RNA, long non-coding
HGNC:31825	LINC00302	Approved	C1orf46, NCRNA00302	XP33	1q21.3	AF005082	NR_145430		388699			RNA, long non-coding
HGNC:26865	LINC00303	Approved	C1orf157, NCRNA00303	FLJ40343	1q32.1	AK097662	NR_027902		284573	ENSG00000176754		RNA, long non-coding
HGNC:26713	LINC00304	Approved	C16orf81, NCRNA00304	FLJ36701	16q24.3	AK094020	NR_024347		283860	ENSG00000180422		RNA, long non-coding
HGNC:28597	LINC00305	Approved	C18orf20, NCRNA00305	MGC39571, HsT1235	18q22.1	BC029565	NR_027245		221241	ENSG00000179676		RNA, long non-coding
HGNC:16727	LINC00307	Approved	NCRNA00307	D21S2091E	21q22.11	AY063455			266919	ENSG00000227342		RNA, long non-coding
HGNC:16023	LINC00308	Approved	C21orf74, NCRNA00308	PRED16	21q21.1	AY077696			54143	ENSG00000184856		RNA, long non-coding
HGNC:25279	LINC00309	Approved	NCRNA00309		2p14				150992	ENSG00000230923		RNA, long non-coding
HGNC:16414	LINC00310	Approved	C21orf82, NCRNA00310		21q22.11	AF426258	NR_027266		114036	ENSG00000227456		RNA, long non-coding
HGNC:28312	LINC00311	Approved	TMEM148, NCRNA00311	MGC22001	16q24.1	BC030801	XR_017879		197196	ENSG00000179219		RNA, long non-coding
HGNC:6662	LINC00312	Approved	LOH3CR2A, NCRNA00312	NAG7, NAG-7, ERR10, ERR-10, LMCD1DN	3p25.3	AF086709	NR_024065		29931			RNA, long non-coding
HGNC:16416	LINC00313	Approved	C21orf84, NCRNA00313		21q22.3	AF426261	NR_026863		114038	ENSG00000185186		RNA, long non-coding
HGNC:16622	LINC00314	Approved	C21orf94, NCRNA00314		21q21.3	AF427489	NR_027246		246705	ENSG00000178457		RNA, long non-coding
HGNC:16621	LINC00315	Approved	C21orf93, NCRNA00315		21q22.3	AF427488			246704	ENSG00000184274		RNA, long non-coding
HGNC:19723	LINC00316	Approved	C21orf111, NCRNA00316	PRED59	21q22.3	BG221750			388830	ENSG00000237664		RNA, long non-coding
HGNC:23126	LINC00317	Approved	C21orf117, NCRNA00317	PRED89	21q21.1	BC009878			378828	ENSG00000238265		RNA, long non-coding
HGNC:19730	LINC00319	Approved	C21orf125, NCRNA00319	PRED49, FLJ38036	21q22.3	AK095355	NR_026960		284836	ENSG00000188660		RNA, long non-coding
HGNC:19690	LINC00320	Approved	C21orf131, NCRNA00320	PRED14, FLJ37539	21q21.1	AK094858	NR_024090		387486	ENSG00000224924		RNA, long non-coding
HGNC:33698	LINC00322	Approved	C21orf136, NCRNA00322	FLJ16545	21q22.3	AK131425			100126693	ENSG00000237864		RNA, long non-coding
HGNC:19720	LINC00323	Approved	C21orf130, NCRNA00323	PRED42, FLJ37173	21q22.2	AK094492			284835	ENSG00000226496		RNA, long non-coding
HGNC:26628	LINC00324	Approved	C17orf44, NCRNA00324	FLJ34790, MGC104931, TP53LC03, RNA00324	17p13.1	AK092109			284029	ENSG00000178977		RNA, long non-coding
HGNC:41926	LINC00326	Approved	NCRNA00326		6q23.2		NR_026969		285735	ENSG00000231023		RNA, long non-coding
HGNC:42009	LINC00327	Approved	NCRNA00327		13q12.12				100506697	ENSG00000232977		RNA, long non-coding
HGNC:42028	LINC00328	Approved	NCRNA00328A, NCRNA00328	NCRNA00328-1	21p11.2	AF172850			51152			RNA, long non-coding
HGNC:42027	LINC00328-2P	Approved	NCRNA00328B, NCRNA00328-2P		13q11				100874404	ENSG00000225016		pseudogene
HGNC:42038	LINC00329	Entry Withdrawn			13q31.1							RNA, long non-coding
HGNC:42047	LINC00330	Approved	NCRNA00330		13q14.12	AK056732			144817	ENSG00000235097		RNA, long non-coding
HGNC:42048	LINC00331	Approved	NCRNA00331		13q31.1					ENSG00000225427		RNA, long non-coding
HGNC:42049	LINC00332	Approved	NCRNA00332		13q14.11					ENSG00000230710		RNA, long non-coding
HGNC:42050	LINC00333	Approved	NCRNA00333		13q31.1					ENSG00000233349		RNA, long non-coding
HGNC:16425	LINC00334	Approved	C21orf89, NCRNA00334		21q22.3	AF426268			114042	ENSG00000182586		RNA, long non-coding
HGNC:33813	LINC00336	Approved	C6orf227, NCRNA00336	FLJ43752	6p21.31	AK125740			401253	ENSG00000197251		RNA, long non-coding
HGNC:25011	LINC00339	Approved	NCRNA00339	HSPC157	1p36.12		NR_109762		29092	ENSG00000218510		RNA, long non-coding
HGNC:20353	LINC00341	Symbol Withdrawn	C14orf139, NCRNA00341		14q32.13							RNA, long non-coding
HGNC:42470	LINC00342	Approved	NCRNA00342		2q11.1				150759	ENSG00000232931		RNA, long non-coding
HGNC:42500	LINC00343	Approved	NCRNA00343, LINC00344, NCRNA00344		13q33.2				144920	ENSG00000226620		RNA, long non-coding
HGNC:42501	LINC00344	Symbol Withdrawn	NCRNA00344		13q33.2							RNA, long non-coding
